,dist1,dist2,dist3,angle
1504,27.095,13.089,1.249,0.0
1505,27.095,13.089,1.249,0.0
1506,27.095,13.089,1.249,0.0
1507,27.095,13.089,1.249,0.0
1508,27.095,13.089,1.249,0.0
1509,27.095,13.089,1.249,0.0
1510,27.095,13.089,1.249,0.0
1511,27.095,13.089,1.249,0.0
1512,27.095,13.089,1.249,0.0
1513,27.095,13.089,1.249,0.0
1514,27.095,13.089,1.249,0.0
1515,27.095,13.089,1.249,0.0
1516,27.095,13.089,1.249,0.0
1517,27.095,13.089,1.249,0.0
1518,27.095,13.089,1.249,0.0
1519,27.095,13.089,1.249,0.0
1520,27.095,13.089,1.249,0.0
1521,27.095,13.089,1.249,0.0
1522,27.095,13.089,1.249,0.0
1523,27.095,13.089,1.249,0.0
1524,27.095,13.089,1.249,0.0
1525,27.095,13.089,1.249,0.0
1526,27.095,13.089,1.249,0.0
1527,27.095,13.089,1.249,0.0
1528,27.095,13.089,1.249,0.0
